1	0.050872	
2	0.000406
3	0.000185
4	0.000261
5	0.000271
6	0.000192
7	0.000182
8	0.000160
9	0.000176
10	0.000159
11	0.000188
12	0.000190
13	0.000160
14	0.000178
15	0.000161
16	0.000181
17	0.000197
18	0.000178
19	0.000205
20	0.000172
21	0.000160
22	0.000161
23	0.000166
24	0.000101
25	0.000204
26	0.000195
27	0.000170
28	0.000171
29	0.000061
30	0.000239
31	0.000189
32	0.000196
33	0.000200
34	0.000214
35	0.000187
36	0.000172
37	0.000173
38	0.000173
39	0.000160
40	0.000245
41	0.000180
42	0.000172
43	0.000194
44	0.000168
45	0.000174
46	0.000173
47	0.000268
48	0.000179
49	0.000173
50	0.000262
51	0.000192
52	0.000172
53	0.000171
54	0.000170
55	0.000334
56	0.000172
57	0.000206
58	0.000188
59	0.000192
60	0.000169
61	0.000104
62	0.000172
63	0.000167
64	0.000214
65	0.000172
66	0.000176
67	0.000191
68	0.000175
69	0.000169
70	0.000195
71	0.000201
72	0.000169
73	0.000245
74	0.000195
75	0.000168
76	0.000167
77	0.000169
78	0.000213
79	0.000160
80	0.000219
81	0.000159
82	0.000263
83	0.000191
84	0.000159
85	0.000170
86	0.000157
87	0.000144
88	0.000219
89	0.000171
90	0.000188
91	0.000202
92	0.000085
93	0.000173
94	0.000384
95	0.000184
96	0.000159
97	0.000176
98	0.000177
99	0.000113
100	0.000211
101	0.000162
102	0.000238
103	0.000246
104	0.000171
105	0.000185
106	0.000172
107	0.000229
108	0.000194
109	0.000202
110	0.000235
111	0.000000
112	0.000190
113	0.000169
114	0.000198
115	0.000199
116	0.000192
117	0.000168
118	0.000165
119	0.000172
120	0.000191
121	0.000188
122	0.000172
123	0.000185
124	0.000193
125	0.000160
126	0.000196
127	0.000190
128	0.000170
129	0.000196
130	0.000193
131	0.000190
132	0.000196
133	0.000170
134	0.000170
135	0.000199
136	0.000171
137	0.000171
138	0.000202
139	0.000216
140	0.000165
141	0.000214
142	0.000160
143	0.000294
144	0.000173
145	0.000249
146	0.000173
147	0.000171
148	0.000190
149	0.000195
150	0.000161
151	0.000147
152	0.000198
153	0.000087
154	0.000183
155	0.000199
156	0.000189
157	0.000173
158	0.000333
159	0.000192
160	0.000172
161	0.000187
162	0.000173
163	0.000249
164	0.000175
165	0.000193
166	0.000227
